index,domain,platform,ad type,tag name,xpath,ad addr 1*/ all links from the element's children***,ad addr 2*,ad addr 3*,ad addr 4*,ad addr 5*,ad addr 6*,ad network 1',ad network 2',ad network 3'
426,chouftv.ma,mobile,sticky,div,/html[1]/body[1]/div[4]/div[2]/main[1]/div[1]/div[1]/div[1]/div[1]/div[1]/ul[1]/li[1]/div[1]/iframe[1]/html[1]/body[1]/div[4],https://tpc.googlesyndication.com/safeframe/1-0-37/html/container.html,,,,,,Google Ad,,
426,chouftv.ma,mobile,30%,img,/html[1]/body[1]/div[4]/div[2]/main[1]/div[1]/div[1]/div[1]/div[1]/div[1]/ul[1]/li[12]/div[1]/iframe[1]/html[1]/body[1]/div[1]/div[1]/a[1]/amp-img[1]/img[1],https://googleads.g.doubleclick.net/aclk?sa=l&ai=C_81_ynJdXo39F4iuBP7pjIgNsqX6-FuSm5uqpQu_4R4QASChwKorYMnujovApIwQoAGouMjjA8gBAuACAKgDAcgDCKoE8wFP0HkWIG1CP-lHyEs5zp1Nsriyn34KWgVLOEhi7iSEtWBkVciIge9dlZmgPno1Og7o901HUc0GwU5wcdbJS-lp1Pc9chX6JX3yw45_mJzWalA58ISv51S-O5XO4J5KT-Yg9x70TLsRWd1KaTVVuLt2b7656i_llsIyyzqYYzNK5M0i0Qfe77s3EoB9q46LKXKfbUnEOBjXo-WT-BG154JIkeMbZ34z4TI5bxuh3VqML2jSpXRe7ZqppiTg1nKti-4HT3q7FiKkmnf7Wi_GMzSAE7cKNLhcfFZ27SbeH9kyslLPkdmIFYf5WFJCaApAHVFowGHABJ6Mw-3lAuAEAYgFqemhqBigBgLYBgKAB8DHtxyoB47OG6gH1ckbqAeT2BuoB7oGqAfw2RuoB_LZG6gHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BuoB8LaG9gHAaAI9dOlBLAIAtIIBwiAYRABGB2aCTxodHRwczovL2FuZGVyc29uYWR2b2NhdGVzLmNvbS9OZXdZb3JrU2V4dWFsQWJ1c2UjdGFiX2J1ZmZhbG-xCYVnCYApSBmmgAoByAsB2BMNghQTGhFtb2JpbGUuY2hvdWZ0di5tYQ&ae=1&num=1&sig=AOD64_1tfd7Bhuv3DO-NScjFizzhfINBrA&client=ca-pub-1826999517346410&nx=CLICK_X&ny=CLICK_Y&nb=2&adurl=https://andersonadvocates.com/NewYorkSexualAbuse%3Fgclid%3DEAIaIQobChMIjYrDxtb85wIVCBcBCh3-NAPREAEYASAAEgK8SfD_BwE%23tab_buffalo,https://tpc.googlesyndication.com/daca_images/simgad/17315169181512847715,https://tpc.googlesyndication.com/daca_images/simgad/17315169181512847715,,,,Google Ad,,
426,chouftv.ma,mobile,sticky,div,/html[1]/body[1]/div[4]/div[2]/main[1]/div[1]/div[1]/div[1]/div[1]/div[1]/ul[1]/li[12]/div[1]/iframe[1]/html[1]/body[1]/div[1]/div[1]/div[1]/form[1]/div[1]/amp-fit-text[1]/div[1],[[[[[[]; []]]]; [[[[]]]; [[['a'; 'https://adssettings.google.com/whythisad?reasons=AB3afGEAAAVqW1tbW251bGwsWzJdXSxbbnVsbCwiaHR0cHM6Ly9nb29nbGVhZHMuZy5kb3VibGVjbGljay5uZXQvcGFnZWFkL2NvbnZlcnNpb24vP2FpPUNfODFfeW5KZFhvMzlGNGl1QlA3cGpJZ05zcVg2LUZ1U201dXFwUXVfNFI0UUFTQ2h3S29yWU1udWpvdkFwSXdRb0FHb3VNampBOGdCQXVBQ0FLZ0RBY2dEQ0tvRTh3RlAwSGtXSUcxQ1AtbEh5RXM1enAxTnNyaXluMzRLV2dWTE9FaGk3aVNFdFdCa1ZjaUlnZTlkbFptZ1BubzFPZzdvOTAxSFVjMEd3VTV3Y2RiSlMtbHAxUGM5Y2hYNkpYM3l3NDVfbUp6V2FsQTU4SVN2NTFTLU81WE80SjVLVC1ZZzl4NzBUTHNSV2QxS2FUVlZ1THQyYjc2NTZpX2xsc0l5eXpxWVl6Tks1TTBpMFFmZTc3czNFb0I5cTQ2TEtYS2ZiVW5FT0JqWG8tV1QtQkcxNTRKSWtlTWJaMzR6NFRJNWJ4dWgzVnFNTDJqU3BYUmU3WnFwcGlUZzFuS3RpLTRIVDNxN0ZpS2ttbmY3V2lfR016U0FFN2NLTkxoY2ZGWjI3U2JlSDlreXNsTFBrZG1JRllmNVdGSkNhQXBBSFZGb3dHSEFCSjZNdy0zbEF1QUVBWWdGcWVtaHFCaWdCZ0xZQmdLQUI4REh0eHlvQjQ3T0c2Z0gxY2ticUFlVDJCdW9CN29HcUFmdzJSdW9CX0xaRzZnSHByNGJxQWZzMVJ1b0JfUFJHNmdIN05VYnFBZVcyQnVvQjhMYUc5Z0hBYUFJOWRPbEJMQUlBdElJQndpQVlSQUJHQjJhQ1R4b2RIUndjem92TDJGdVpHVnljMjl1WVdSMmIyTmhkR1Z6TG1OdmJTOU9aWGRaYjNKclUyVjRkV0ZzUVdKMWMyVWpkR0ZpWDJKMVptWmhiRy14Q1lWbkNZQXBTQm1tZ0FvQnlBc0IyQk1OZ2hRVEdoRnRiMkpwYkdVdVkyaHZkV1owZGk1dFlRXHUwMDI2c2lnaD1oVElkOWFNbzItb1x1MDAyNmNpZD1DQVFTTFFEd3k5SVoySmdRX0JHaThwamVhaVZHV2ZMY3VCUHQwaFl2UlllQU1vdS1uR2treFI2SU91TFhpV1NfWmciLFtudWxsLG51bGwsbnVsbCwiaHR0cHM6Ly9kaXNwbGF5YWRzLWZvcm1hdHMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL2Fkcy9wcmV2aWV3L2NvbnRlbnQuanM_Y2xpZW50PXd0YVx1MDAyNm9iZnVzY2F0ZWRDdXN0b21lcklkPTg0NzAwOTIwMzJcdTAwMjZjcmVhdGl2ZUlkPTQyMTY5MTExOTM5Nlx1MDAyNnZlcnNpb25JZD0wXHUwMDI2YWRHcm91cENyZWF0aXZlSWQ9Mzg3OTc3NzYwMTQ2XHUwMDI2aHRtbFBhcmVudElkPXByZXYtMFx1MDAyNmhlaWdodD01MDBcdTAwMjZ3aWR0aD02MDBcdTAwMjZzaWc9QUNpVkJfd0p6T0lEX2U0aEJ0X3drZFJYNXBSN0lrekwyQSJdLG51bGwsbnVsbCwxLCJSU2Nua1p3VVgyTUlrcHVicXFVTEVLbnBvYWdZR0lELV9od2lGV0Z1WkdWeWMyOXVZV1IyYjJOaGRHVnpMbU52YlRJSUNBVVRHTnJoR3hSQ0YyTmhMWEIxWWkweE9ESTJPVGs1TlRFM016UTJOREV3U0FSWUFuQUJlZ1lJQXhJQ0h3V0NBUVhDNk1maUFRIiwiNjUyNjg5MTE3NyJdXV0sWzEsMV1dasVEzeRAkM6a9l1KzyE7TZh2D1SBhBJfzqoulYMu6-geuN6hJHguyeCVkKETbrQK3UVQW92xy5kkBps2F8wJkoJLYz6z877tU9zQXkhZODsDuB5o-ae5VwusB-bDn3G9Snl0nipbkgclH8t7RF2VmIc80uSusJGcH01SAfWNB-YkzLwuwqx613iBPFB408jrBgUKPXg-HFGjXE17rbVBWK_cshzoNsJLLrN6JBMew914mVHP7KQgceVSpdtqs3vtLD1YMj-WCNxgfOFtBhzNeSzoPbSjc4Hm2pAF-amHvDY6XgdDnuj5xP1ha-nQxeDxgspkXNp7YCNU4RcXY4QaLQ,0JvnNtE6ho5BNGsBDocTgQ&source=display']; [[[]]]]]]]],,,,,Google Ad,,
6126,moonliteco.in,mobile,sticky,a,/html[1]/body[1]/form[1]/div[4]/div[2]/div[3]/div[2]/div[1]/iframe[1]/html[1]/body[1]/div[1]/iframe[1]/html[1]/body[1]/div[1]/a[1],[['img'; '//banners.mellowads.com/ads/8F0D60885645.gif']],//coinad.com/ads/show/show.php?a=FNBR00PFZVAN8&b=SZ66446RT78G1,//mellowads.com/view/097D14CA30D7/click/4B08BB56FCAE5655F05FDFEC875FCE91712DA2692881697CBDEFE03C61452A46,,,,Mellow Ads,CoinAd,Mellow Ads
6126,moonliteco.in,mobile,sticky,a,/html[1]/body[1]/form[1]/div[4]/div[2]/div[3]/div[1]/div[1]/iframe[1]/html[1]/body[1]/div[1]/a[1],[['img'; '//banners.mellowads.com/ads/D80B73757F7B.gif']],//mellowads.com/view/A0E7A7F03A9A,,,,,Mellow Ads,,
6506,moondoge.co.in,mobile,sticky,div,/html[1]/body[1]/form[1]/div[4]/div[2]/div[2]/div[2]/iframe[1]/html[1]/body[1]/div[1]/iframe[1]/html[1]/body[1]/div[1]/div[1],//coinad.com/ads/show/show.php?a=I7PCBBTRHJF3X&b=LG4011QXGYWI4,//mellowads.com/view/2B8E4F1E1B8A,,,,,CoinAd,Mellow Ads,
6506,moondoge.co.in,mobile,sticky,div,/html[1]/body[1]/form[1]/div[4]/div[2]/div[3]/div[2]/div[1]/iframe[1]/html[1]/body[1]/div[1]/iframe[1]/html[1]/body[1]/div[1]/div[1],//coinad.com/ads/show/show.php?a=I7PCBBTRHJF3X&b=STO0J2VGAQWUE,//mellowads.com/view/2B8E4F1E1B8A,,,,,CoinAd,Mellow Ads,
6506,moondoge.co.in,mobile,sticky,a,/html[1]/body[1]/form[1]/div[4]/div[2]/div[2]/div[1]/iframe[1]/html[1]/body[1]/div[1]/a[1],[['img'; '//banners.mellowads.com/ads/FE5DE5ED258A.jpg']],//mellowads.com/view/650E653BFDE4,,,,,Mellow Ads,,
6506,moondoge.co.in,mobile,sticky,a,/html[1]/body[1]/form[1]/div[4]/div[2]/div[3]/div[1]/div[1]/iframe[1]/html[1]/body[1]/div[1]/a[1],[['img'; '//banners.mellowads.com/ads/4171036877F1.gif']],//mellowads.com/view/3A47153A9A94,,,,,Mellow Ads,,
10275,gogoanime.to,mobile,sticky,div,/html[1]/body[1]/div[5]/div[1],[[]; []; [['a'; '//redir.bebi.com/1.0/go?tq=yZ2ryvWN9gSshpz6nlpdgcGNFG3yQZlwLbomOmTACJJDEppItnHEvj_YwcN4IDEbtb8l0-8N2y7OgTqsiJv6E3dSjV5BdFu_HJIDSVcv-gP0QiIt2easzRjNYHiP4Yyiw6omXlKtGQNvR-ijTAskXtRES3BqjMPhEJv4C947mAToDp4BXkiHO4b6GXXbN3213FJ5t7sN0wD2ElJV4zalnTL8SpSC4yaNjxgQrtC5A6wcYAjTP7ZN_2f0dKhqBXrG9QZfwevYBBA2pOVCH-rCH_FfgDEeJZIAbj-biXKIXT9XE8L-Z4jWngDyvG5MgZIChI0KXuiQFqLmVX0esLfUlH4laoK9Fp947b9Ijr9938DpF-T2vF3zVbVEaTz1H0WPKtj3Q-eB4z0vRsZVRuNQG7MnEcd---QXZzX30QgLIktIgpBcKJkMMD_gbdM55PIo7f2xQF8z9EJMzgy4iv9vDYyaAMdxqv957s8H4PTk-cSC8fZo3E2V2o1JLn_7sT_8Ko5WhTlz7YjYx6IG1in9w8WWA_U0HofgSyaGIYuZ95RGVpc78uo5v1IZOB2IFw-mLiaN0N9YWvO_N8OVKxVxp00ze_n_i8J5bCynjelmNHzC6qneNc_TkqSb5UCSnZYgrYj619xHSYcoWP1WGQO5hW0IYLCvPUOCWSRmW5fafzKk-Zh8N_qybvP0IrbaCbC4KvLYXI20lyAgs-48siUEMA&bi=aad080fc-b1d8-454e-9884-9c7c5d86f399&bbuid=ae38999b-dcce-461f-aec4-fb9c1b0ff798']; ['img'; '//c.bebi.com/583a22a1-e43e-4bb4-8434-890102200626.jpg']]],,,,,,Bebi,,
11143,bintang.com,mobile,sticky,div,/html[1]/body[1]/div[2]/div[3]/div[5],[[]; []; [[['iframe'; 'https://tpc.googlesyndication.com/safeframe/1-0-37/html/container.html']]]; []],,,,,,Google Ad,,
13500,xvideos0.blog.br,mobile,30%,img,/html[1]/body[1]/div[1]/div[1]/ul[1]/li[1]/iframe[1]/html[1]/body[1]/iframe[1]/html[1]/body[1]/div[1]/iframe[1]/html[1]/body[1]/a[1]/img[1],//go.ero-advertising.com/banner.go?spaceid=3554405,https://ok.plsnotifyme.com/lp?i=v2dylfttd553tchngm4bkuuhuczwo0tr1oik5blogg&t=bn300250&s=607d6d1aab40baec3194e13eb7c31f9858d9a4d80ebbd8ca83cc83bcf8449d00c870e8d11b7852f605175f2f1b4d7c606d0a3114d736d278b65b44c8f153fef73e0330a5a9b518fbc639c2625383f7a2&ex=b2100&d=xvideos0.blog.br,https://promo-bc.com/promo.php?c=624963&type=banner&size=300x250&name=banga,https://bongacams.com/track?c=624963&ps=banner,,,EroAdvertising,,
13500,xvideos0.blog.br,mobile,30%,img,/html[1]/body[1]/ul[1]/li[1]/iframe[1]/html[1]/body[1]/iframe[1]/html[1]/body[1]/div[1]/iframe[1]/html[1]/body[1]/a[1]/img[1],//go.ero-advertising.com/banner.go?spaceid=3554405,https://ok.plsnotifyme.com/lp?i=v2txhp4176canhepq7cn6jxpk9zig0avfq0fw0kzn7&t=bn300250&s=607d6d1aab40baec3194e13eb7c31f9858d9a4d80ebbd8ca83cc83bcf8449d00c870e8d11b7852f605175f2f1b4d7c606d0a3114d736d278b65b44c8f153fef73e0330a5a9b518fbc639c2625383f7a2&ex=b2100&d=xvideos0.blog.br,https://promo-bc.com/promo.php?c=624963&type=banner&size=300x250&name=banga,https://bongacams.com/track?c=624963&ps=banner,,,EroAdvertising,,
14248,lk21tv.com,desktop,30%,img,/html[1]/body[1]/header[1]/nav[2]/div[1]/div[2]/div[2]/div[1]/a[1]/img[1],https://zeuspkv.com/?ref=lk21tv7,//cdn.newparadise.xyz/ezgif-1-143c5908c0.gif,,,,,local,,
14248,lk21tv.com,desktop,sticky,div,/html[1]/body[1]/header[1]/nav[2]/div[1]/div[3],[[]; [[['a'; 'https://imcpoker.live/?ref=94678888']; ['img'; '//cdn.newparadise.xyz/ezgif-2-01271bc82fe6.gif']]]; [[['a'; 'http://216.83.47.96/?ref=6DFB35']; ['img'; '//cdn.newparadise.xyz/ezgif-1-299675f4e3.gif']]]; []; []; []],,,,,,local,,
15967,reshet.tv,mobile,sticky,div,/html[1]/body[1]/div[3]/div[2]/div[2]/main[1]/div[4]/div[1]/div[1]/div[1]/iframe[1]/html[1]/body[1]/div[2],[[[[[[[]]]]]; [['a'; 'https://adssettings.google.com/whythisad?reasons=AB3afGEAAAUBW1tbW251bGwsWzI0XV0sW251bGwsImh0dHBzOi8vZ29vZ2xlYWRzLmcuZG91YmxlY2xpY2submV0L3BhZ2VhZC9jb252ZXJzaW9uLz9haT1DX29FN1JJRmRYdk8wQjhQT3BnUFB3NjNnQXRfTl9MZGJpWS01NktZTDlOemNrS0VaRUFFZzJacUVKR0RKN282THdLU01FS0FCbHI2ZzN3UElBUWFwQXIybkUwUVpTWk0tNEFJQXFBTUJ5QU9iQktvRTBBRlAwUHFUMWtzWm5oczY1czJlTUNmN0l3cWNiQWFMVXF0N3IzcnF3TE0zUjR1cUFQcDdGYldMSFhmNm80MTZmMzRpWTdfczJfejFxa19UUGZBTUZtYmV4RDJQQzFib1p1cVVuVG5lT3lFYjRKeDk3WWVSVThmUm1vSGNQUS1KVFhQeXNRUUEwT0todGE1Q1R2S2xrZFVUN2dVU3F2bXAteW1uYTJHMWpiMEhkSFlVSGhBTm51aV81aG5kZjUtdE9NQ1VIVmNXYlY2VVJFYUxQLVJwNmg5YXpoMEZQVy02VUFIOVV1cGdzem1Bc2gxNVpsQUtyTTBYU2FtcGhQdkd0RGJIS3JTWVllc1labjdzOHJwaDR0d2Z3QVMtaDlDWnpnTGdCQUdJQmVPOWg3RUZvQVkzMkFZQ2dBZlN3ZDhncUFlT3podW9COVhKRzZnSGs5Z2JxQWU2QnFnSDh0a2JxQWVtdmh1b0ItelZHNmdIODlFYnFBZnMxUnVvQjhMYUc5Z0hBYUFJOWRPbEJMQUlBdElJQndpQVlSQUJHQjJ4Q2U5cm8yaGx0c2hpZ0FvRG1Bc0J5QXNCMkJNTWdoUVBHZzEzZDNjdWNtVnphR1YwTG5SMmlCUUJcdTAwMjZzaWdoPWJfMVF5NkhlQ1RjXHUwMDI2Y2lkPUNBUVNPd0R3eTlJWkZyM3ZQUVI1SmgxeTEyTzZQaEVQX0tLd2g0M2JwNHBoSFowUlZjVlp1U2FLVjRnMFBtdlIyU0ZITmYyeVdXUjdaNzBvcHQ5cyIsW251bGwsbnVsbCxudWxsLCJodHRwczovL2Rpc3BsYXlhZHMtZm9ybWF0cy5nb29nbGV1c2VyY29udGVudC5jb20vYWRzL3ByZXZpZXcvY29udGVudC5qcz9jbGllbnQ9d3RhXHUwMDI2b2JmdXNjYXRlZEN1c3RvbWVySWQ9NDM0NjI3NDE5NFx1MDAyNmNyZWF0aXZlSWQ9NDE0NjE0NTA2MDA3XHUwMDI2dmVyc2lvbklkPTFcdTAwMjZhZEdyb3VwQ3JlYXRpdmVJZD0zODgzNzY3MDkwMDFcdTAwMjZodG1sUGFyZW50SWQ9cHJldi0wXHUwMDI2aGVpZ2h0PTEwMFx1MDAyNndpZHRoPTMyMFx1MDAyNnNpZz1BQ2lWQl96N0MzRllLX2VLd0wtMWs2Wno5LS02TkJGdzFBIl0sbnVsbCxudWxsLDEsIi1hTzdsVV9XcU80SWlZLTU2S1lMRU9POWg3RUZHS0s4M3g4aUQyUmhkbWxrYzJocFpXeGtMbU52YlRJSUNBVVRHTV9tRmhSQ0YyTmhMWEIxWWkweE5USTBPVEExTWpjNE56VXdNVGN6U0FWWU4yRHNBM0FCZ2dFUDJmTEc0d1dpMGFXei12X19fXzhCIiwiMTQ0NTA2MDMyMyJdXV0sWzEsMV1dF3QfX0hpr5sRozWy7jm-2nJamffoJALxDWWfK68Cq4-62wDVDsz20BRExXITptng2rKxZKxzeAFWcDQchw50_B6XCt0rm5JzGERKG08f8KAtjV27zWz7G9b3ENoMkrbsDZ4sDHoEsqYfYD9Iwru8hwHf-JQZA1G8u4Dk575Qu3jt4QospRpAYKt522M95PzFox4VU8JjGwod9-xHiA5xqHbVxxecf80FDI8vdWGq5Y5BlcP1VOJCvVldWF_v0IbTvWIH-oxAYECE1ORNnjZh-2hDHhCMVG3sRhk7ZcmLXcZQgqj1MrBAabEV48vHfeedQdyMTK2Jxd8ZlkXLxFn2rA,https://tpc.googlesyndication.com/safeframe/1-0-37/html/container.html,,,,,Google Ad,,
15967,reshet.tv,mobile,sticky,i,/html[1]/body[1]/div[3]/div[2]/div[2]/main[1]/div[6]/ul[1]/li[3]/div[1]/a[1]/div[1]/div[1]/div[1]/i[1],http://bit.ly/ArkiaKishor,,,,,,Bitly,,
15967,reshet.tv,mobile,30%,div,/html[1]/body[1]/div[3]/div[2]/div[2]/main[1]/div[11]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/div[1]/a[1]/div[1]/div[1],http://play-4-fun.com/b1dt5?pid=taboola_int&clickid=CjBjZjI3NjI3MS00NTM0LTRlZjUtYWFjNi00ZjI0NmEyMTg5YzAtdHVjdDU1Njc3NDASGXBsYXl0aWthLXNsb3RvbWFuaWFuZXctc2M&af_c_id=2455687&af_ad_id=http%3A%2F%2Fcdn.taboola.com%2Flibtrc%2Fstatic%2Fthumbnails%2Fa61b44ffe2d1cf5ebeed6247dd3051eb.jpg&af_siteid=reshet-reshet&af_sub_siteid=This+Woman+Was+Playing+on+This+Free+Slot+Machine+App%2C+When+All+Of+A+Sudden+This+Happened&af_sub2=This+Woman+Was+Playing+on+This+Free+Slot+Machine+App%2C+When+All+Of+A+Sudden+This+Happened&af_sub3=http%3A%2F%2Fcdn.taboola.com%2Flibtrc%2Fstatic%2Fthumbnails%2Fa61b44ffe2d1cf5ebeed6247dd3051eb.jpg&af_sub4=250729498&af_cpi=%7Bcost_bid%7D&c=SM_Android_US_Content_Wine_RON&utm_source=taboola&utm_medium=referral,,,,,,Taboola,,
15967,reshet.tv,mobile,30%,div,/html[1]/body[1]/div[3]/div[2]/div[2]/main[1]/div[11]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/div[2]/a[1]/div[1]/div[1],http://linkwords.io/?utm_source=taboola&cn=tb-lan-attorney-motorcycle-ron-gg-ac&utm_campaign=2764152&imp=47152&pxid=None&cd=caraccidentspot.com&om_bs=hV9lmAPag-7tbAOXvNMYleuctmz9Zt9dJtCLIzDoI3dwPiwunlR5AmJgtHpmTEBNsCaFgmTe8HkoL0tM7Rh377TE9LtALh46ZMB6ekaW4RNpktqtliOyUWkKGUDEGtv05KQ0aXAfyksTHs-HbA2uAed4ztGKrX-JmQ8&click_track_url=%2F%2Ftrc.taboola.com%2F1070267%2Flog%2F3%2Funip%3Fen%3DClick&utm_medium=paid&utm_campaign=2764152&placement=reshet-reshet&device=Smartphone&utm_term=reshet-reshet&adid=2861017716&campaign_id=2764152&sg_uid=653f91e19d9d44c6a937b69f209059af,,,,,,Taboola,,
15967,reshet.tv,mobile,30%,div,/html[1]/body[1]/div[3]/div[2]/div[2]/main[1]/div[11]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/div[3]/a[1]/div[1]/div[1],https://app.stuff.com/results/?utm_source=taboola&utm_campaign=tb-ron-d2s-f150-mob-yh-stuff-ja&utm_content=none&utm_term=reshet-reshet&adgroup=2878794543&imp=48719,,,,,,Taboola,,
